country,varstrat,varunit,btwt0,pred,truth
13,24,2,343.562118,0.000791344,No
13,253,2,329.1567344,0.001434003,No
13,253,2,460.6688589,0.005207399,No
13,24,2,313.0676036,0.002199298,No
13,15,1,358.4140494,0.000285044,No
13,186,1,373.5044659,0.000626447,No
13,158,2,164.0972045,0.000283139,No
13,171,1,379.4164588,0.000266825,No
13,172,2,488.4485949,0.001248075,No
13,213,2,348.6666153,0.001110235,No
13,72,2,615.3875603,0.00021022,No
13,177,1,377.3807743,0.000210808,No
13,124,2,407.6830184,0.005217678,No
13,147,1,212.7316817,0.000981423,No
13,244,1,419.2996651,0.005251759,No
13,232,1,351.8434151,0.000131478,No
13,15,1,332.4064285,0.00076598,No
13,15,1,432.9898398,0.001130964,No
13,15,1,950.6992124,0.000550264,No
13,68,1,417.1563719,0.000387191,No
13,77,2,808.4270273,0.000103483,No
13,228,1,409.1962124,0.00371275,No
13,156,2,299.8309165,0.000339788,No
13,212,1,338.9843925,0.006499993,No
13,249,2,481.3059209,0.001817084,No
13,109,2,378.7844797,0.000990836,No
13,63,2,398.3689513,0.000575972,No
13,63,2,593.5100292,0.000657386,No
13,158,2,531.4411534,0.000659832,No
13,87,2,426.1765208,0.000259585,No
13,74,2,457.0778215,0.000221708,No
13,231,1,349.9062766,0.000645207,No
13,237,2,397.3475035,0.000247877,No
13,237,2,359.5434498,0.00331118,No
13,164,1,189.6097011,0.000500057,No
13,232,2,351.9614547,0.002188221,No
13,179,2,360.8356915,0.000682986,No
13,60,1,632.1489956,0.000182619,No
13,58,1,405.7620533,0.000781559,No
13,43,2,332.5717296,0.00152034,No
13,49,2,330.1750148,0.004182455,No
13,133,1,415.336921,0.00099032,No
13,137,1,661.4440479,0.004348298,No
13,208,2,249.1049482,0.002264027,No
13,9,2,456.3732935,0.000802835,No
13,170,2,413.3662392,0.000211372,No
13,246,1,332.0593511,0.001586075,No
13,156,1,185.9768318,0.000114368,No
13,16,2,414.2924071,0.002008064,No
13,56,1,345.8601924,0.002368552,No
13,67,2,371.0653019,0.000130528,No
13,41,2,313.7361074,0.003397118,No
13,10,1,382.9497304,0.002976217,No
13,70,2,424.9583469,0.000339885,No
13,38,2,399.7032885,0.006349121,No
13,242,1,403.4279845,0.004386406,No
13,56,1,279.4940068,0.000542994,No
13,56,1,335.4121609,0.001102565,No
13,30,2,318.5728384,0.003105346,No
13,157,1,209.9347383,0.000232184,No
13,157,1,292.5403649,0.000252934,No
13,22,1,348.1186193,0.002050738,No
13,105,2,514.7622427,0.001200292,No
13,63,2,410.1022891,0.000179641,No
13,136,1,365.3685567,0.002139851,No
13,37,2,323.2807071,0.000911882,No
13,37,2,404.2014522,0.001102565,No
13,227,2,511.7312875,0.004803956,No
13,236,1,329.1355352,0.004547179,No
13,134,1,319.0785003,0.001035058,No
13,92,1,650.1876431,0.004854677,No
13,105,1,417.4554093,0.001083237,No
13,18,2,395.9922797,0.001938774,No
13,108,2,370.3182265,0.00381742,No
13,47,2,316.3194561,0.001611876,No
13,140,1,469.7209325,0.001611876,No
13,140,1,414.4526732,0.003778042,No
13,56,2,333.5515526,0.002417717,No
13,241,2,395.8011007,0.00529992,No
13,222,2,385.7300168,0.000804463,No
13,139,1,453.7043401,0.001822808,No
13,71,2,1035.093652,0.000166529,No
13,56,2,286.4943205,0.000961568,No
13,56,2,354.8904819,0.001102565,No
13,195,1,183.1454945,0.001234729,No
13,19,2,570.4141575,0.002948062,No
13,26,2,362.2451053,0.003778042,No
13,26,2,338.5371189,0.001102565,No
13,217,2,631.3290686,0.001835939,No
13,61,1,421.7183579,0.000285385,No
13,70,1,489.3339074,0.000233928,No
13,160,2,412.7758991,0.000631198,No
13,106,1,379.0637279,0.00125486,No
13,102,2,368.8416431,0.000972958,No
13,102,2,368.8416431,0.000972958,No
13,175,1,351.0140227,0.000876018,No
13,1,1,335.8814074,0.000214616,No
13,225,1,372.6070634,0.001823917,No
13,120,2,374.035256,0.004588646,No
13,104,2,313.9931997,0.003059722,No
13,193,1,236.9124145,0.001639372,No
13,134,1,319.6209663,0.000984127,No
13,117,1,395.8730663,0.001400799,No
13,182,2,428.3727506,0.000301953,No
13,198,2,192.5024883,0.000891576,No
13,198,2,216.3934412,0.002901767,No
13,227,2,488.3946652,0.000696114,No
13,51,1,326.5080881,0.000871704,No
13,30,1,410.1178503,0.001318099,No
13,63,1,398.5660255,0.000246882,No
13,105,2,474.6795807,0.000408438,No
13,49,2,370.186222,0.002378613,No
13,120,1,452.6079389,0.001102565,No
13,118,1,494.2440113,0.001271958,No
13,7,1,538.6729689,0.000486573,No
13,200,1,238.2535423,0.003283274,No
13,136,1,407.4332687,0.002276632,No
13,74,2,407.6055691,0.000409547,No
13,123,1,608.2720627,0.000721106,No
13,24,1,577.4423044,0.006590224,No
13,90,2,868.2532755,0.000321934,No
13,153,2,203.8357712,0.004217635,No
13,179,1,335.7810154,0.000125544,No
13,104,1,312.7708743,0.00178846,No
13,31,2,354.1121321,0.002275817,No
13,108,1,344.6329155,0.002574486,No
13,231,1,345.890527,0.005388512,No
13,111,1,670.758005,0.001611876,No
13,136,1,353.8968789,0.00655457,No
13,33,2,310.7672626,0.002845625,Yes
13,64,2,373.0590549,0.000151638,No
13,47,1,335.310027,0.002657614,No
13,131,1,793.9593867,0.002399913,No
13,1,1,416.8336766,0.000435931,No
13,20,2,370.1765458,0.000456087,No
13,26,2,338.5371189,0.000873576,No
13,51,2,344.1375503,0.003652438,No
13,51,2,320.7166822,0.001102565,No
13,228,1,375.3965206,0.000745791,No
13,82,1,459.3202058,0.000626853,No
13,80,2,361.3427183,0.000347748,No
13,80,2,374.2873366,0.000398956,No
13,13,1,372.7204925,0.000214616,No
13,104,1,337.242201,0.001589707,No
13,149,2,270.0226732,0.000590317,No
13,216,1,650.0489658,0.000502192,No
13,253,1,400.1627746,0.003526914,No
13,137,2,363.8932812,0.00199909,No
13,49,1,333.0706432,0.005483111,No
13,48,2,356.839881,0.003589685,No
13,24,1,509.0669881,0.001102565,No
13,178,2,405.9362068,0.000824704,No
13,22,2,320.7166822,0.001102565,No
13,22,2,320.7166822,0.001102565,No
13,22,2,311.4541494,0.001102565,No
13,252,2,411.169246,0.004434843,No
13,184,1,406.2040689,0.000374514,No
13,201,2,186.7848508,0.002558336,No
13,107,2,353.0126458,0.001586075,No
13,107,2,425.8702689,0.002960411,No
13,203,1,188.751462,0.00044697,No
13,135,1,484.6838383,0.00099032,No
13,103,1,364.7897307,0.004607036,No
13,89,1,492.6525911,0.001136709,No
13,148,1,204.5162462,0.000557926,No
13,96,2,501.4903531,0.00037214,No
13,137,2,348.0082408,0.000913949,No
13,137,2,403.4205471,0.00099032,No
13,169,2,354.7537222,0.000691197,No
13,21,1,426.5954318,0.001137181,No
13,188,2,163.2625701,0.000394423,No
13,188,2,197.8589151,0.000387337,No
13,223,1,450.8585216,0.003492005,No
13,67,1,385.0471964,0.000234179,No
13,7,2,432.7284223,0.003140504,No
13,166,1,355.8704778,0.000266221,No
13,111,2,591.8912184,0.000957916,No
13,34,1,421.1344262,0.002064753,No
13,5,1,439.9911031,0.000550264,No
13,189,1,169.7430261,0.000378887,No
13,71,1,459.9430554,0.000138943,No
13,186,2,378.0183435,0.001064338,No
13,206,1,216.4688192,0.001674191,No
13,153,2,223.4585952,0.000936378,No
13,219,1,289.4088068,0.001936782,No
13,219,1,371.2688932,0.005419013,No
13,146,2,198.9947956,0.000598732,No
13,66,2,396.0965706,0.000897945,No
13,174,1,351.107278,0.00062181,No
13,56,1,335.4121609,0.001102565,No
13,160,2,372.9602683,0.000185779,No
13,160,2,503.8260733,0.000417335,No
13,159,2,194.3308551,0.000556876,No
13,197,2,285.5830017,0.000591186,No
13,207,1,194.81221,0.003337037,No
13,164,1,211.6976165,0.004946224,No
13,31,1,378.2482769,0.00099032,No
13,162,1,264.7031236,0.002284882,No
13,71,2,388.342546,0.000608968,No
13,71,2,517.4532735,0.000166529,No
13,31,2,323.041284,0.005217678,No
13,195,1,171.7585088,0.001784536,No
13,117,2,377.0592813,0.005704272,No
13,195,2,187.6383831,0.00137505,No
13,94,2,418.6482753,0.00040226,No
13,110,1,338.8567119,0.002050738,No
13,145,2,188.5890762,0.000156487,No
13,60,1,575.1000457,0.000108879,No
13,56,1,279.4940068,0.000542994,No
13,164,2,203.0622816,0.000991254,No
13,60,2,362.7827942,0.000192142,No
13,251,1,334.2016039,0.003405565,No
13,13,2,472.7801737,0.000560087,No
13,96,2,426.1519311,0.000166748,No
13,175,2,371.0169632,0.000221548,No
13,32,1,320.476983,0.000913949,No
13,41,1,323.9123154,0.001102565,No
13,170,1,371.8558488,0.000255031,No
13,53,2,310.2627125,0.003863404,No
13,7,2,464.4527164,0.000275757,No
13,110,1,380.7255109,0.00099032,No
13,93,1,591.0125727,0.001416913,No
13,146,2,197.374409,0.000369918,No
13,45,2,409.6453076,0.001383504,No
13,176,2,369.5371748,0.000866416,No
13,65,1,363.9312642,0.000471169,No
13,31,2,348.6356968,0.002348459,No
13,31,2,332.7742365,0.001467441,No
13,168,2,386.0793407,0.00026861,No
13,22,1,347.705368,0.003934498,No
13,32,2,335.0837295,0.002059256,No
13,234,2,390.2732192,0.009782941,No
13,24,1,598.2659801,0.001897739,No
13,205,2,227.2447949,0.000773177,No
13,2,1,471.2032866,0.000550264,No
13,56,2,336.324481,0.017796701,No
13,74,1,426.3022531,0.000138943,No
13,162,1,248.6885008,0.000266271,No
13,165,2,200.903656,0.000990521,No
13,18,2,421.3438348,0.000422492,No
13,49,2,347.5557025,0.001102565,No
13,120,1,366.7508936,0.001121802,No
13,155,2,222.8370962,0.000188243,No
13,141,1,314.3053253,0.000219727,No
13,104,1,436.8254524,0.000873576,No
13,237,3,352.2394326,0.001742176,No
13,25,2,389.6655472,0.002840924,No
13,213,2,405.4235164,0.002609438,No
13,213,2,403.1271483,0.000757878,No
13,79,1,1454.50612,0.000541113,No
13,84,1,635.6585281,0.001480787,No
13,86,1,578.294324,0.000288551,No
13,201,1,198.5019565,0.000530176,No
13,124,1,502.6105568,0.002674337,No
13,214,2,356.2494976,0.001181588,No
13,74,2,410.7028227,0.000149358,No
13,35,2,621.5924357,0.001318099,No
13,155,1,163.5109083,0.000582391,No
13,33,2,316.4714721,0.004664737,No
13,24,1,574.2819779,0.00099032,No
13,67,1,398.4049285,0.000232844,No
13,124,1,387.7526451,0.002247366,No
13,113,1,564.1428093,0.001833751,No
13,113,1,535.6030555,0.002546072,No
13,210,1,236.4075685,0.000567786,No
13,177,2,378.8680079,0.001767357,No
13,72,1,385.6733612,0.000256332,No
13,106,2,329.6132596,0.000942573,No
13,193,1,206.3134672,0.001006301,No
13,77,2,773.3920768,0.000678862,No
13,145,1,244.9886398,0.000599587,No
13,58,1,449.8809331,0.010430384,No
13,116,2,347.5934905,0.005558175,No
13,4,1,537.6670504,0.001617685,No
13,172,2,433.1695582,0.00021466,No
13,192,2,182.5757264,0.002930708,No
13,160,2,394.7017088,0.000359617,No
13,160,1,202.1193666,0.001031879,No
13,135,2,605.1482121,0.010453803,No
13,144,2,193.1075727,0.000292577,No
13,33,2,309.9650609,0.005587544,No
13,33,2,323.3874127,0.013154566,No
13,187,1,189.735314,0.000975874,No
13,70,1,480.4755236,0.004252213,No
13,225,1,418.6726458,0.001067004,No
13,51,2,295.0679802,0.001846,No
13,38,1,363.3602074,0.005308471,No
13,125,1,366.6490555,0.004938144,No
13,125,1,842.6536919,0.003463056,No
13,35,2,664.5277456,0.001372311,No
13,35,2,569.084236,0.001467441,No
13,162,2,210.9852952,0.001515401,No
13,58,2,590.1938785,0.001160648,No
13,24,2,289.600961,0.010749892,No
13,11,2,515.2582704,0.000494217,No
13,12,2,351.9597478,0.000492286,No
13,136,1,366.2666405,0.006838054,No
13,136,1,350.7081769,0.005908919,No
13,86,2,414.2546652,0.000577948,No
13,134,2,341.8179385,0.001102565,No
13,78,2,456.4022557,0.000166529,No
13,192,2,190.8096776,0.00080825,No
13,18,1,378.7449935,0.000804655,No
13,72,1,363.1893737,0.001066302,No
13,158,2,196.4936991,0.000277144,No
13,94,1,409.4309471,0.000448179,No
13,204,2,252.5061885,0.000841924,No
13,7,1,520.0581911,0.000560087,No
13,215,1,370.8942469,0.001309474,No
13,134,1,338.8567119,0.001221706,No
13,237,3,321.1332023,0.002997303,No
13,30,1,346.5568303,0.001282593,No
13,218,2,417.8801618,0.00174132,No
13,204,2,236.2617547,0.000724654,No
13,14,2,360.8027667,0.000243571,No
13,103,2,354.2592897,0.001221706,No
